Column1,Column2,Column3
-0.9410732927624874,0.9585769852610957,1.0
0.579648964747022,-0.6533302976781277,0.0
0.630981909924395,-0.5994670727191872,0.0
0.6381368372009917,-0.5483037257791711,0.0
0.5512617435992301,-0.5957677900973535,0.0
-0.9244895558525462,0.9808237839436607,1.0
0.6050067274761314,-0.6520584081066638,0.0
-0.9633145126030589,0.9879365382971135,0.0
0.6397828920727356,-0.6125009379741417,0.0
-1.0,0.9673909449861187,0.0
0.6023913012783083,-0.6722060124609138,0.0
-0.9354198162355718,0.9643467596214856,1.0
0.5459883379580667,-0.6207135378600315,0.0
-0.9047634644021871,0.9867706868444523,0.0
0.6385761102184558,-0.5660123744727209,0.0
0.5994205197155688,-0.6057216397554016,0.0
0.5998902888095734,-0.6394445199817156,0.0
0.5566657567405355,-0.6097539879397819,0.0
0.5748528217979012,-0.6466629275105201,0.0
-0.9949712297193588,0.9373175894095701,0.0
-0.9398702918810686,0.9753227577489902,0.0
-0.9494619376381284,0.9482699802308783,1.0
0.5636915480861543,-0.6222767029339515,0.0
0.5537596264932406,-0.6589778597045944,0.0
0.5747247795518095,-0.6666347861195583,0.0
0.5962990632585872,-0.6537051377059786,0.0
0.6341956874435642,-0.6230816153886033,0.0
-0.9330770348916267,0.9960224418335138,1.0
-0.9289983697860041,0.9732878921842903,0.0
-0.9713013912746553,0.9613159691393375,0.0
-0.9918370047216938,0.9552021520789351,1.0
0.555637294815881,-0.632770367029909,0.0
-0.9875191079263735,0.9399909996108563,0.0
0.5751344531510949,-0.6574549248941337,0.0
0.6269349676067176,-0.5970454004391279,0.0
0.6460519958502647,-0.5881565598387916,0.0
-0.9734423762731201,0.988543779160706,1.0
-0.9836341357368448,0.937239616732183,0.0
0.6386850609442396,-0.5489090184916546,0.0
-0.9949501585995069,0.9580563635766622,0.0
0.5557016067113056,-0.6512620453525423,0.0
-0.9335065884817217,1.0,0.0
0.5440719264901066,-0.6195442718190022,0.0
-0.9489488857199475,0.9612806080894499,1.0
-0.9220784750720515,0.9652227484552073,1.0
-0.9737909547567334,0.9486362419060664,0.0
0.607182357058309,-0.5711704181975069,0.0
0.6015319939765553,-0.5824016395667545,0.0
0.5981131938359969,-0.6057076436018931,0.0
0.6659335180362638,-0.601791421938618,0.0
-0.9640661965432687,0.9420281450705381,0.0
0.5951574475546447,-0.6551115405125933,0.0
0.6182031534404989,-0.6221244797661579,0.0
0.6573795198940486,-0.6148905663916223,0.0
0.5864566271921544,-0.599630609518266,0.0
-0.9522282761202789,0.9682123137254891,0.0
0.5812309871465638,-0.6024021735361196,0.0
0.5580981032685282,-0.635922557644482,0.0
0.6268110675172689,-0.571903714461071,0.0
0.5930542062035175,-0.6692404634700101,0.0
0.6451579438622911,-0.6315522460193543,0.0
0.6694262410870662,-0.6010585075201879,0.0
0.5691382300462666,-0.648548448118658,0.0
0.6755392880364993,-0.6137123003233853,0.0
-0.948194976831385,0.9773308481529708,0.0
-0.9663633621104591,0.9815037449694446,1.0
-0.9753144471153687,0.9859081799905248,0.0
-0.9132725031238174,0.9579510506670701,1.0
0.5922436581095021,-0.624254031156065,0.0
0.6029249718230936,-0.6001182792938431,0.0
0.6647231346810775,-0.619532330528221,0.0
0.6188770902773091,-0.6541175378487443,0.0
-0.9479563788720667,0.9646332725541044,1.0
0.6651965389284815,-0.6069044153255904,0.0
0.6410685207985004,-0.5668384738472036,0.0
-0.9767383671235665,0.9665815786264951,0.0
0.6369045392422004,-0.5601270929571701,0.0
0.6071436141175738,-0.6058290516399055,0.0
-0.9927941392274261,0.9440705092929509,0.0
-0.9131989935216817,0.9830559696891136,1.0
0.5561299085772013,-0.6445713370247993,0.0
-0.9496325028858695,0.9467254842400774,1.0
0.6275005680393643,-0.6418391013179164,0.0
0.6365131231579924,-0.562894456619486,0.0
0.5647313545529494,-0.6582122589390135,0.0
0.6324414793896894,-0.6039301252153868,0.0
0.5480109117055492,-0.5974122022486613,0.0
0.6339377474351284,-0.6260128325136491,0.0
0.6255197029707567,-0.5585172088825759,0.0
0.6187863294375159,-0.585786712034503,0.0
0.6065912151247618,-0.5874892773970357,0.0
0.6462525390058063,-0.578989538178409,0.0
-0.9783384828710902,0.9506119131785337,0.0
0.592866448421936,-0.6459616988299934,0.0
0.5953916482477363,-0.6394962619810605,0.0
-0.9080675111886044,0.9712280193941465,1.0
0.6320675434704738,-0.6351791702026488,0.0
0.6376198106854194,-0.5509530780152956,0.0
-0.9830505775607692,0.9765120302160476,0.0
-0.9398536108160789,0.9717471473132591,1.0
0.6736144531849081,-0.6215699684704709,0.0
0.6448575446389413,-0.6247965196551832,0.0
0.6226416527542752,-0.5937196997513089,0.0
-0.9768420340833316,0.9256936452901762,1.0
-0.9557576071795825,0.9535250663412757,1.0
-0.9833727901530971,0.9407614468501229,0.0
0.6011940911401935,-0.6108147202737559,0.0
-0.9586307120452825,0.956812507898024,0.0
0.6310859217893763,-0.6418161177518311,0.0
-0.9065053897769997,0.9600423389572811,1.0
-0.9744642458349742,0.9690277897249684,0.0
-0.9665929793877855,0.9685851385480196,0.0
-0.9050574930986017,0.9625111707387791,1.0
